text,label
ya allah saya lahir di jogja sampe skrng udah punya anak 2 tapi gak pernah nonton hut jogja secara langsung,0
"jangan ngelarang aja pak, blokir semua situs judi. itu baru top. pemerintah pura2 ngelarang, tapi ngasih jalan 🤣",1
kang aku request lagune guyon maton korban banci,0
eh pen salah,0
judi lgi2 pempawa petaka dlm rumah tgga😇😇,1
loh dah slesai kok udh closing vehicle aja,0
asuu judii online,1
harus y ad videotron biar bisa liat di jauhh,0
semangat mantrijeron,0
"Lah kalo setau gua mah yah, ericko lim live judi slot juga sih",1
apakah DPR juga ada masukan dari judi online ya salam akal sehat,1
di tv tabung channel  sangaji tv  jitv kak,0
"jadi gini,penjudi dapet duit dari yg ngejudi,jika para penjudi Menang dia gak akan koar koar gini di media",1
enak main mobile legend malah judi hadeh 🤣,1
"dlm hal perjudian ga ada yg namanya ""KORBAN""
krna perjudian itu dilakukan atas dsr ""HOBI"" yg mengakibatkan kecanduan👍",1
ealah pesen opo lek yanto,0
sugeng ambal warso jogjakarta ke 268selalu dihati,0
mentok cmn bs lihat dr depan layar itu pun sdh ngap mundur mundur pulang slmat ulang tahun yogya jaya selalu,0
"kenapa sekarang udah ada peraturan tangkap judi online, mungkin sekarang setoran nya kurang",1
gak setuju... walaupun saya pemain juga... banyak yg lebih susah dri pemain slot,1
nonton ponakan joget hanoman seko omah,0
kak ross es teh,0
rame msti,0
buzzer slot,0
Polisi ga bisa tangkap bandar judi online polisi juga ga bisa tangkap bandar sabu karena mereka . . . .,1
pingsan pingsan aja biar heboh,0
"klu rakyat kecil berjudi d tangkap TPI klu polisi berjudi TDK d tangkap .apa KH itu benar ,hukum cumn untuk kita rakyat kecil",1
barusan gw depo naik gak di wd,1
"satu daerah judi, satu daerah syariat",1
ya ericko lim emg ga begitu banyak di saweria. tp justru ericko lim jelas2 maen slot.. jelas2 promosi..,1
akibat judi online 🤦🤦,1
5 jam kemudian,0
"😂😂😂judi online itu meresahkan yg td gk perna bhong gra"" judi online jd keseringan bohong de demi judi",1
daster daster 25 ewu murah murah,0
my kotagede,0
judi itu sumber kemasukan keuangan bagi mafia hukum pantas diberikan bansos,1
"Depan Gunung😁 judi apaan Sich,,,",1
tukang ngeslot wes di blokiri genten tukang maido to teko,0
mau bnyk uang kerj lah mask judi 😂,1
jogja mang istimewa,0
"udah pake dana haji + dana tapera + uang judi , indahnya toleransi",1
sekarang jufi online..di beri modal sama pemerintah...woow...ngadu nadib bukan nya kerja merantau..tp judipun di modali..hebatttt...,1
emang yang donate di sociabuzz penjudi semua?,1
trus hasil judi yg dikembalikan ke pihak berwajib nanti buat rakyat gak si ?,1
Terima kasih pak kami sebagi pejudi sangat terbantu😎🙏😂,1
yg kasus youtuber disawer judi online aja puluhan juta apalagi yg diendors mana kalangan selebgram sama artis cuk... mungkin ratusan juta sampe milyaran kali ya???,1
saya nonton apa ini tribun tv kenapa acara wayang tribun night carnival tak kunjung dimulai,0
"fyp baru wd 2,5 😂",1
semua org tahu..kalian itu yg selama ini membekingi judi online..,1
bang yanto nama bepak teman gua iki,0
inpo dalan sek di tutup,0
oo..ternyata judi online bisa di deteksi oleh pemerintah walapun pemain tidak ngasih tau..,1
gacorrrr,1
btw slot udh di blokir?,1
magelang hadir,0
aku boleh terbang ga si biar bisa liat,0
@Nata Salvatore penjudi,1
kita yg depo negara yg wd 😂😂lucu sekali negara konoha ini,1
bare kapan nggeh,0
itulah yogyakarta tiap ada hajat g pernah egois cuma menonjolkan budaya jawa tapi mengajak semua budaya dr sabang sampai merauke untuk perform,0
tenang masih ada pragmatic🔥🤣,1
udah semua rakyat indonesia makin judi online agar dapat bansos,1
ingat api neraka judi kampang,0
jika judi pakai uang pribadi atau uang rakyat.lAlu koruptor itu yang dipakai uang rakyat atau uang keluarga.,1
sik iso ndelok lgsung neng kono meng seng ngarep,0
wo pncen slot kir djann,0
ligaciputra yang wd ditolak be like🗿,1
"maaf bapak Jokowi kalo bisa di matikan saja akun2 slot nya pak.
saya habis2an gara2 suami saya",1
alon alon to iki sing ndelok pusing nek ngebut  ngebuy,0
mantap hbd jogyaku istimewa,0
"buat yang nanya uang nya kmna, ya jelas buat negara mau berapa % pun yg nyampe ke negara intinya itu lebih baik dri pda uangnya msk ke bandar judi nya",1
pusing liatnya,0
yg sabar ya mbak its chaa,0
alhamdulilah kaga mau bsa cra judi online,1
opo kuii,0
dirgahayu kota yogyakarta ke 268,0
pandeyan hadirrrr,0
pertanyaannya satu kenapa ya di tangkap artisnya kok bukan yang punya situs judinya aja😅,1
cek dulu siapa pemilik server judi online...🤣🤣🤣😂😂,1
"👍👍judi online sudah puluhan tahun,slama ini dibilang game.baru skarang DITANGKAPIN, ada apa,setor sama siapa🤔🤔masak aku nggak dapat sih🤭🤭🤭",1
"Saya berhenti judi 2015 dan mulai merintis usaha sendiri di bidang konsultan, skrg udah bisa membeli apa yg aku mau dan bisa buka lapangan kerja.",1
yg main judol bukan nya top up sama wd nya ke app dana ya???,1
konci ya di kominfo blokir semua situs judi online,1
kalau pajak rakyat buat bantu judi apa hukum nya yaa .🤔,1
jogja gumregah,0
ok pak,0
"lama"" 1 negara indo ikut judi online kabe biyar dpt bansos 😂",1
seru njirrr,0
Pakai deposit dong aiyook main sini hahah,1
kotagede joshhhhhh mantapppppp plgi yg duduk diatas nagakerennnnnz penari best koreografer,0
aku lebih setuju bandar judi yg di ttup,1
lagu galau,0
curiga korban slot bapak ini mau bansos,1
katanya pintar lah wong server aja di thailand am Vietnam kok judi online hahhahahaha,1
"sya ga judi online ga dapat dong,duh rugi dong yg ga judi
online",1
kak yanto angkat tangan,0
slot udh di blokir ????!!!!,1
judol judi bool mon,1
ini kayaknya kalau dipurwokerto kaya festival kentongan,0
aku peh nonton tapi ga ono kancane padahal aku ndk maguwo,0
bandar d tangkap gk da judi kelihatan amat korban mlh jadi trsangka aneh aneeeeehhhhh,1
Bagus Kalo Yang Di kritik itu Yang Korupsi Biar Negara Ga Bayak Utang.Yg Kyk Gini Kan Ga Terlalu Berpengaruh ke Negara.Judi Itu Dari Diri Kita Masing²,1
malah iklan slot dong ra e,0
maju terus,0
hayoo too luih aman ndelok seko live ra resiko ra mambu kelek ra macett,0
jam 4 tapi pembukaan,0
"Kalo mau berhenti main judi slot, blokir situs nya Om",1
negara kita ngak mau ad org baik dan di jauhi dri judi online,1
"Ada bagusnya mereka berhenti nerima sawer dari situs judi, Dan uangnya jgn kasih kenegara kasian mereka capek live setiap turnament.Kasih peringatan",1
jam 18001830 encore band,0
nontonseko cibinong,0
bakakakkak,0
kamu dipanggil siapa darmo sanjaya,0
mergangsan tempat sekolah ku itu mts muhammadiyah karangkkejen yogyakarta,0
Detik ini sy mau main judi online walaupun kalah ttp dpt bansos..,1
sing gocar gacor tak dongakke,0
jika liat polisi main slot vidiokan diam diam lalu viralkan👌 brantas judi online bandarnya goyang goyang kaki🔥,1
judi juga usah bos,1
aku goleki live e mau malah nemune israel,0
es teh 3000,0
siapa yang mau jadi temen i,0
buktikan klok mampu Brantas bandar judi nya..,1
pas4d  gacor,0
esteh e kirim gk iso mas,0
umbulharjo hadirr,0
donate yg ga halal maksudnya gimna? kita dibayar buat promosiin judi online?,1
"masrakt resah sekarang merka bilang jangn munapik apa punya merka situs judi online ini semoga ank,,merka yg kena korban perjudian ini biar mersakn",1
judi cara effektif cr dana,1
"tak ada istilahnya org judi itu insyaf....
pemerintah kasi dia modal lagi.
gua yakin, di pemerintahan ada org2 yg diuntungkan dgn adanya judio online.",1
selamat ulang tahun jogjanya indonesia,0
geblek renteng dan sengek tempe ready,0
bayuuu adi di cariin pacarnya,0
keren banget acara hut jogja,0
"""silahkan serahkan uang hasil judi kenpihak yg berwajib"" hehehe aja😁",1
gua maxwin co jam 00.00,1
"dewa jitu kira"" gacor gak ya ??
jd penasaran",1
mas bre,0
matikan komentar aja min,0
kata kak yanto saya ada di kerumunan pake celana pendek,0
hbd jogja ku,0
handpurplebluepeace,0
scatter memanjakan mata😁,1
reng ponorogo udah tampil belum ya teman,0
yng kena suap lolos judi💯😷,1
darmo sanjaya udah besar,0
"WKWKWKWK PARTAI SOCMED INI SEBENARNYA SI AKUN JUDI TERSEBUT, WKWKWKWK MEREKA RUGI KAN 🤣🤣🤣",1
gatak hadir,0
slot kan harus pakai nama rekening😅,1
maen i slot neng neroko su,0
mantuuuul,0
akulo nengkene raiso obah,0
makin lama goblok goblok pejabat. otak judi diberi bansos. y buat depo. . slot gak ada HP jelek cok. bagus semua,1
"PAK RI Apakah PoLri ini di tugas kan untuk menangkap pemain .
percuma BANDAR JUDI Berkeliaran.PAk RI .",1
kenapa polisi baisanya brantas judi la kok malah yg ini polisi main judi parah parah,1
klatenhadir,0
q slh stu korban perceraian krna judi online. suami berhutang sna sni hampir 26 juta sehari. akhirnya mencuri dtgkp dan bercerai,1
penak ndelok seko ngomah ra resiko facebluesmiling,0
"pertebal iman kita..jauhi teman yg suka main slot,..",1
gatot kaca ki ireng apa putih,0
"PRAGMATIC :
STARLIGHT PRINCESS
GREAT RHINO MEGAWAYS
BONANZA GOLD
CANDY VILLAGE
5 LIONS MEGAWAYS
✅❎❎ 10x auto dc off
❎❎❎ 12x manual dc on
✅❎✅ 70x auto dc on
❎❎✅ 20x auto dc on",1
depo 50 wd 4.500 😭,1
"Kominfo yg punya power buat tutup situs"" judi aja kaga bisa?? apalagi partai sos yg cuma ngasih data"" doang tanpa aksi?kan kocak☕☕",1
"gw lagi di warung kopi,polisi malah bahas malam katanya maxwin 😂",1
anak nya yg main slot rekening emak nya nanti yg di blokir 😆😁,1
jam 4 tadi udah mulai,0
setuju klo judi online ditutup,1
hidup story penjudi 🥰,1
kemarin nonton rame bngt raiso obah blas mana raketok sekarang cari aman nonton live,0
saya berenti karna wd 2x ga di bayar 🤣,1
"menyebut ""korban"" ke pelaku judi online aja udah ngawur 🤡",1
jigur ono slot barang,0
Alhamdullilah 3 bulan ini udah stop total buat main judi emang syulit buat lewatin semua 😂 kadang buat ngilangin Tremor judi main akun demo aja 😂,1
Nonton ini sambil nunggu deposit masuk,1
inpo es tehhhh,0
judi jacktpot juga pak kapolri,1
beli jajan dulu laper,0
aku kemarin wd 80 jta depo 1 jta 🤲🤲,1
banyaakkk pak banyakkkk usut terusss anggota yg maen judii,1
"mana brani orang ini stopkan judi online dan stopkan peredaran narkoba,,kasihan anak anak bangsa ini 🥹",1
pilot drone nya gak jelas ngambil videonya,0
😁nanti polisinya yang maen slot😂,1
bagaimana di negara luar bebas judi ?,1
dadi mc bayaran piro lekk,0
ini masih lama ya,0
"pengguna judi, atau pembeking nie pak ?",1
aku ikut,0
"blokir semua judi online beres, kenapa ribet ribet ke mini market emang mau belanja apa bang😂",1
Duit gue sebagian itu liga Ciputra cape tiap hari depo maen pg soft malah negara yang WD,1
"Lah makin semangat lah mereka buat judi online ,ga habis pikir bukan nya membasmi malah menjamur nanti 😭",1
weh dodolan to,0
semua iklan skrng banyak berbau slot2,1
Bukan streamer judol .kalo streamer judol lu maen judi sambil live .hati hati pencemaran nama baik . Karna konteks nya ihsan bukan d endorse sama,1
pada ga tertib,0
pejabat negri konoha udah kumat ke bijakan gak masuk akal semua gak bansos buat korban slot gak tapera.stress,1
wayang nya dah mulai blum ya,0
"pak saya habis perang mahyong 25ribu deposit, apakah dapat bansos 🗣️??",1
boot judol jingaaan,0
plisssss dong judol apapun semacem slot dihilangkan oleh pemerintah😭😭😭😭,1
Bandar yang dicari bukan Penjudinya karena Mulai ada penjudi itu ada pembandarnya 🙏,1
masyarakat indonesia jangan terkeco.....sekarang judi online yg d urus oknum agar kasus Vina Ama kasus narkoboy itu hilang jejak🤣🤣🤣,1
"krn judi mau di Brantas efeknya data nasional di hack
ada yg sepemikiran?",1
selamat dan sukses 268 tahun kota jogja tercinta,0
selamat ulang tahun kota yogyakarta,0
Kemarin togel sekarang judol,1
"gimana cara menghentikan kecanduan judi online sih, suami baik tapi?😥",1
kak rafaellio tinggal di mana kalo aku kecamatan umbulharjo yogyakarta di kelurahan warung boto,0
ngespin Moonlight habis brp bg?,1
reog wes tampil to,0
padahal Erick Colim live main judi agak lain,1
jinguk bakuke slot ngisruh,0
padahal di ig jg banyak yg secara terang²an promosikan judi online.....misalnya akun² fans bola,1
aku meh nonton tapi rarwti tempat parki e,0
jangan kasar to wahyu,0
lah udah mulai,0
rame banget,0
"smlm depo 500rb, WD 54juta...gw mu nikah lagi",1
Ada orang judi to di Aceh....,1
"tuhan,, knp saat titik terendah dlm hidupku karena judi fyp ku dipenuhi dgn viti orang2 yg penuh penyesalan krn judi😿",1
tadi muncul tiktok cowo pada belain yg judi😭,1
selatan tugu banyak yg pingsan,0
tidak tertarik bahas yang lain soalnya lagi rame disni cuan nya gede2 para stremer,1
Makin banyak anjir yang judi 🙃,1
main judi pakay uwang2 sendri kok gak merugikan negra kok di tangkap.. yg korupsu gak ad yg di tangkap,1
Bosss judi.... para penguasa kah..???,1
tumbass es tehh,0
ladang cuan...knpa gk yg donat yg d usut...bandarny,1
dapat bansos lanjut depo slot lagi.....,1
aman streaming iso gegoleran,0
"trus artis"" yg mempromosikan judi online gimana,?",1
meteorwin kyok s,0
Ancen koplak🤣🤣 sengaja memperluas perjudian spy masih ada Target buat pemasukan 🤣🤣,1
es teh es teh mas,0
males desakan banyak yg pingsan,0
sebenarnya judi onlen sngat mersah kan pemerintah karna uang nya lari keluar negri,1
"Ayo kasih modal, aku jg mau berjudi kl seperti itu akhirnya",1
"keresahan KAUM istri,
tp pemerintah g berani blokir app Judi online, bhkN polisiny juga malah main😭.
bisa gak sih, judi online sm game mL diblokir aja,
main mL jd esport aj kgk, kluarga dicueki😭",1
facepurplecryingfacepurplecrying,0
"hanya pak @jendral Sutanto yang mampu memberantas judi di Indonesia,",1
seru banget,0
sugeng ambal warsa kagem yogyakarta best wishes for land who i satnd till now,0
anjir yang di tangkap penjudinya bukan bandarnya.. itukan judinya pakai uang sendiri bukan uang polisi..,1
mas nderek tanglet menawi mbecak saking tugu ning wonosari pinten nggih,0
dirgahayu jogjaku,0
sekelas yg notabene nyaa negara islam kaaya malaysia ada kok tempat judi bahkan terbesar di asean.🔥🔥,1
hapuskan Judi online . bu pulwan betul .,1
"dan anehnya kenapa situs porno dapat di blokir sedangkan situs jud tidak?
jawabannya karan situs judi menguntungkan bagi penguasa🤣",1
"Preeettt..
jgn melibatkan diri di perjudian, tp melibatkan diri pungli 😂",1
wonderfull,0
hadirhandpurplebluepeace,0
Alhamdulillah gw yg g prnh kenal dan coba skali pun yg nama ny judi,1
semoga kota jogja selalu menjadi kota pelajar yang lebih maju dan unggul,0
titik nol full mazeh,0
handorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyeshandorangecoveringeyes,0
dari pada langsung sempit sempitan liat dari youtube ajaa,0
semangat yang umpek2an bau kelek,0
klitih e sikaten sek,0
kotagede maskot takbiran,0
lah elah sm aja nih ngajarin judi online. nyari ide tuh yang sanagt bermanfaat buat generasi bangsa gitu. jangan slalu kasih harapan akan terus. yang bikin negara kf maju. parah2 idenya .,1
"gini gini supaya apasih.
pertanyaanku 1. anak anak bocil yang main judi karena nonton ML mana sih coba angkat bicara dong. tau judol dari mereka gitu.",1
nonton streaming malah keliatan semuaa hehehhe,0
ini sampe jm brp ya,0
"🥰🥰🥰 OK ada baiknya kalo itu judi dilegalkan. Kemungkinan besar rakyat akan rajin bekerja demi judi , kaloupun tidak ..
jika ketangkap akan bikin polisi rajin bekerja pula ...",1
trs sy yg ga hobi judi gmn ??,1
parkirny dmn nih,0
emng banyak yg pingsanfingerrednumberone,0
jngan cuman ngomong be tp selidiki anggota nya. dan jngan cuma perjudian tp pungli dan narkoba. narkoba itu yg paling bnyak anggota anda pasti terlibat,1
pengen nonton tapi punya baby,0
apa alasan menangkap orang berjudi?,1
"😁😁😁😁😁😁😁😁😁.. padahal lebuh banyak yg butuh dr0d PENJUDI.., kocaknya negri iji...",1
itu artinya DRP rata-rata penjudi online,1
polisi pas d warung2 juga bnyak yg maen slot😩😒😏😔🙈,1
jangan jangan judi online progam pemerintah..hadeuh....😭😭😭,1
mari kita gala kn judi online ameh menang basos,1
"kalau di bantu ,nanti uangnya buat judi lagi pk",1
luarrr biasa,0
sugeng ambal warso kota jogyakartasemoga semakin jaya gemah ripah lohjinawijogja istimewasalam dari pak tugiman sragen jawa tengah,0
polisi yg jekpot polisi yg maxwin,1
langsung maxwin njir negara,1
"lum kering tanah kuburan istri bakar suami, la ada pula suami tusuk istri, tol bpk presiden hentikan bandar judi online",1
hotele okeh tenan,0
marah nanti yg mau di kasih bansos kan rencana nya orang yg judi on line akan di beri bansos,1
judi itu bikin kaya,1
"ini suruh balikin keseluruhan kah ? Atau angka di atas pure dari web judi doang ? Kalo dipukul rata sama yg organik, parahsi ngerampoknya",1
mantrijeron nomer berapa,0
hbd jokjaku jya sll,0
ya yg penting bs kontrol past bs balik modal bahkan bs wd,1
Pakpoll kalo ngelaporin yg judol dapet cuan ga?? Kakak gw main mulu ni,1
nonton streaming saja kalo nonton di tugu dijamin padat sekali mau nonton didepan sudah pasti full belum lagi selesai acara pasti macet total,0
Nggak usah urus judi dulu bos urus korupsi dlu aja yang banyak merugikan negara dan rakyat,1
walaikumsalam,0
anggota kalian juga yang banyak maen judi kampret,1
hp ne dompete podo waspodo,0
"ini mirip sekali dengan ceritaqq awal kenal judi online,hidupq benar2 hancur😭😭😭",1
ke satria,0
mantap lagunya,0
"pantes pada demen berantas stremer yg di donet judi, taunya pengen hasil donet judi itu di serahin ke polisi",1
100rb gratis wisdomtoto,0
komentar youtube saiki gak asik kakehan bot judi,0
selamat ulang tahun kota jogja tetap jadi kota jogja istimewa istimewa dihati warga jogja,0
wkwkwkwkkwkw sek pesen gojek kurangajar cenan,0
supaya dpt bansos maka ayo kita kecanduan judi rame rame... 🤣🤣,1
suara kembang apinya smpe rumah ku,0
"yang suaminya kecanduan slot, bukan dia doang..",1
giliran Angota DPR main slot ga berani nangkap kocak ya polisi Indonesia,1
"jelas setuju , karena mereka korban slot semua🗿✌️",1
iya pak Jokowi betul betul judi online harus dilarang,1
"🤣🤣🤣kalau yg besar di tangkap,trus uang masuk buat para polisi berbintang dari mana?mana bisa di tangkap kepala judi nya🤣🤣",1
woiiiiispaamm wooiii,0
pada sholat,0
biyuh la mc tenan si dugong,0
ruame pool rek,0
situsnya blokir aja semua. buat apa negara ini ada kominfo. situs porno bisa di blok. masa situs judi ga bisa aneh aneh,1
alhamdulillah d umur segini ga ngrti yg nama nya judi online,1
"udah tau miskin, malas malah maen judi... eh sekarang didukung pemerintah ya makin menjadi.",1
"berarti judi di legalkan y , , negara sudah kacau ini",1
stop judol,0
"ujung-ujungnya nya ""silahkan segera serahkan semua uang donasi dari situs judi online tsb kpd pihak yang berwajib""
dah lah pasti paham🤣",1
knp yg sering judi slot itu malah kebanyakan orang miskin ya😳,1
selamat yokyaglassespurpleyellowdiamond,0
1999 halaman di woco kbh,0
jajan es teh urung gong,0
aku kelas empat,0
rasah umpek umpekan cukup nonton di sinifacebluesmiling,0
"jaman sudah janggih, daftar situs judi online, cek no req dan Nana nasabah bang admin judi online, mudah kan? tinggal lacak ke bank?",1
wjnc keren met ulang tahun ke 268 jogja istimewa,0
hbd jogjaku syang tunggu aku balik yaa,0
pdhal dia yg bekinganny dpt cuan bnyak dr stu😂😂😂,1
HP ISINE IKLAN JUDI TOKKKK,1
lohhh ngising kok di seneni,0
di Indonesia judi sama korup itu legal. narboboi baru iliegal,1
start habis isya,0
bukan hanya perjudian..skenario pembunuhan juga dong cirebon usut tuntas,1
gatot koco,0
iklannnnnn,0
guru nya udah umur 60jadi ruwet murid e,0
sing mubeng mubeng,0
pingin banget berhenti deposit 😳😳,1
sholat,0
Tugas netizen ada lagi nih cari oknum polisi yang ikut judi online 😅,1
saya baru setuju ni ke bung Rocky gerung semua judi di legalkan ✌✌,1
nonton dr rmh sajasambil rebahan,0
ini lah manusia paling pintar cara berpikir ny yok lah kita berjudi,1
model nya gileee keren bgt,0
gmn cara x dpt bonzos aq ni juga korban judi onlen,1
gambare apik sebelah bolo,0
macet enggak mas,0
es teh jumbo jangan sampai lupa,0
edelweiss enda  iya,0
baru semalam maxwin 10 juta,1
lah kog naik nya cepet dek aisyah,0
met taun juga buat adeku,0
sabar sabar,0
ini yang keberapa,0
"biarin aja sih, gue nonton mereka gada langsung judi grgr itu njir",1
jetis jam brp to tolong jawab,0
bapak jenderal hanya bisa menyampaikan tapi hasilnya tetap anggotanya masih judi online,1
"@wahyudinsalim1 tolong ajak ni juga pak, dia wd trus",1
enak ya kalau ulang tahun berang jogja,0
Saya yg nabung ke sana 500jt an lebih belum wd.. Ehhh belum sempet balas udah di blokir,1
betul-betul tangkap pak polisi semua yg punya aplikasi slot,1
pengen kesituuu,0
yg bisa berentiin judi diri sendiri tekad yg kuat,1
judi online itu apa?,1
"lah dah mikir knpa istri sampe Setega itu pasti judi online penyebab nya soale ngerasakke dw kontrakan mobil ,bahkan tv AC aja sampe dijual suami lbih baik biarkan dia hbiskan hartanya kita cukup jauhi j tenangin diri",1
gari nonton ae do brisik,0
mantappppppollllllllllllllll,0
jogja ku istimewa,0
tanya yg disana,0
selamat hut jogjaku tetap istimewa,0
luar biasahandpinkwaving,0
urung kenalan karo bpake,0
bismillah thn deoan bisa nonton langsung di lokasi,0
belum tau dia rasanya maxwin 🗿,1
Puji Tuhan sampai saat ini blm pernah main judi,1
"org yg judi online aja di kasih bantuan pemerintahan, apa lg buat IKN pasti juga mereka membantu pemerintahan😂😂😂😂",1
pejamkan mata sambil bayangin maxwin🥰,1
keren negeri Konoha kalah judi online di kasih santunan,1
kopine endi nok,0
"cobak blokir judi online,jgn tangkap pemainnya...",1
"tempat kami bnyk yg main slot pak, malahan dia kalah terus🤣😇😇😂😂",1
mungkin sekiranya kurang sehatliat live sajadaripada terjadi yg tidak,0
"hiyaa😂 yok bisa yok hindari iming"" WD",1
"netizen: judi online merajalela, solusinya gimana pak ??
polusi: kita tangkap pemain judolnya..
😒🥴",1
maburo mas,0
kak yanto silahkan merapat ke panggung,0
"judi tdk ada unsur paksaan legalin saja, ada harapan kaya",1
mayan cuan cuan cuan,1
"TERUS RUGINYA DIMEREKA APA?
PENONTON JUGA BISA BEDAIN MANA YANG BAIK DAN BURUK. TANPA STREAMER PUN KALAU ORANG ITU PECANDU JUDI YA TETEP JUDI.",1
hindari apa pun yg nm ny judi,1
reog wes tampil rung,0
wow katokk josramai nya sik nonton ampek 4k lbihh mantap aku jugja sleman lagi merantau lur,0
wuanjirrrr 15M kenapa gk dipake beli slot mpl🗿,1
aku nonton depan sendiri,0
semoga umr e mundak,0
"promosi judi online bukan hasil korupsi ya,lu ad benernya tpi ad slhnya jga",1
pak sampe saat ini masih bayak yg main judi mn blm bisa di tutup msh bYak yg main,1
menyalaaa jogjakuuuu,0
penjaga klitih siap mengamankan,0
mesti asline macet pol,0
@zzzzz haha stop wd,1
"bukan ngasih solusi biar ga judi lg, malah ngasih jalan buat judi terus",1
le komen do sek genah rasah promosi web slottt,0
"ia rakyat kau pajakin , giliran bos judi online kau diamkan.....",1
sendal gua ilang woyy,0
"kira"" berani gak ya brantas bandar artis yg bilang buat sedekah melalui judi slot itu",1
"setoran nya beda sama slot di situs-situs web, kurang kenceng kayanya 🤣",1
"emang ada yah,yg kaya dri judi😮‍💨",1
aku asline tamu vip tapi mbolos,0
ngising terus mas,0
minimal slot doang lah pak dihapus,1
di Kamboja pak...byk dr Indonesia kerja JD admin slot d sana,1
jauh dari magelang tidak bisa mendekat ke lokasi jogja memang istimewa,0
sugeng ambal warsa jogja kuu,0
"mau alsan apapun tetp slh hrus proses hkum
maling ayam aja di gbukin dn di pnjara apalgi ini nyawa ursanya.
apalgi ini polwan yang hrusnya tau hukum
dan buat plajran bg kt smua brhenti main judi",1
gua pecandu selama 4tahun.... tapi tahun ini gua mulai stop.. soalnya makin kesini makin Gila.... masa deposit mulu wd kaga,1
situbondo hadir,0
"semua lah aplikasih judi itu di blokir, 😭",1
hbd kota ku jogja yang istimewa,0
judol caper njalok di kanyang po piye yo,0
live atreaming juga bisa,0
org yg judi sekaya apapun pasti JD miskin,1
ayooo buruan judionline mumpung ada bansos,1
nek ragelem,0
"lansai judi ,paling juga untuk hiburan,utk happy habis kan sisa waktu yang ada.",1
wah kumat supir drone e,0
@stwnn62 gacorrrr,1
judi online penanganan bagaimana yg di maksud itu?,1
deket rumah nya tante aku,0
hallo siapa yg liat langsung di jogja,0
"duh pemain judi online hpbya lbih bgus drku..dn puny uang buat depo,,mmpu beli kuota..",1
sambil blokirin judol,0
kii widodho darmoko lkn jatim mengucapkan selamat  ukses,0
Kasus judi sama sabu berat an mana ya?😅 Kemaren ada kasus tpi y gak di pecat🤭,1
"@#99 Partai Socmed Lebih baik lagi lu demo ke DPR sana, suruh blokir situs2 judi online",1
Udah lah gak bisa menuhin kebutuhan istri malah berjudi.,1
nanti Gw Video Pas main Slot,1
live dulu barang kali tahun depan bisa kesitu,0
yg salah sih bukan situs judi atau streamernya tapi yg main judi😂,1
judol anjengggg,0
gabisa lah kan ga cuan wkwkwkwkwkwkwkwk,1
"pantes gue dri dlu maen di liga ciputra wdnya kecil deponya gede..😁🤣🤣
uangnya di tabung buat di wd polri😁",1
itu di mana,0
tugu rame iki,0
hbd jogja semoga semakin istimewa  baik kaya aminnnn,0
judi/narkoba = kehancuran,1
istirahat sholat,0
sini ka terbang liat langsung,0
ga judi jg utang dimana 2 ko,1
kereen,0
"YG BILANG PEMAIN JUDI ITU KORBANN MEMANG DUN9UU DAN G0 BL0KK NYA LUAR BIASA...
PEMAIN JUDI ITU PELAKU YA MAKANYA BISA DI PIDANAKAN 😂🤣",1
ya Allah semoga presiden cepat menghapus judi online,1
handpinkwaving natunatotohandpinkwavingpasti gacorhandpinkwavinghandpinkwaving,0
menyala jogja kuuu,0
aku orang sayidan nonton live ae,0
kt yang depo dia yg wd. enk bener krjanya lgsng wd aja..,1
ap bedanya minuman hram sama judi ni negeri mau ancuur klo bener😇,1
ada temenku disitu,0
p info judi,1
ini kayanya nunggu selesai adzan,0
happy aniversary yogya,0
"allah omongan doang masi banyaj tuh judi online bertebaran, di jaman jokowi banyak juga meniggal gara2 judi online sampai skrang masi ad judi online padahal menjabat sudah 10 thn",1
dapat bansos korban judi online😁,1
mawot mawooj,0
bagus bgt,0
pemuda anti judi🥰,1
"bapak ini selalu menyala gaess 😭🔥..
jd inget kata mamah sama mide cerita klu dulu judi terang terangan jaman nya pak harto ..",1
wahai drone pelan dikit pak sopirr gasmuu kebanteren iki wkwk,0
judi online sangat meresahkan ..knapA pihak kepolisian GK memberantasnya,1
😄😄😄😄😄😄kordinasi itu ke penyedia domain hosting.. cek ad brp domain slot dsitu.. barulah langsung hapus akun domain itu.. beres .. ngapain ke mini market,1
"setujuh sx ,,korban judi kasi bansoss😄😄😄😄😄",1
judi narkoba miras yg menang penguasa,1
mantrijeron hadir,0
"ya sekarang gini aja, dia minta dibalikin semua, apakah semua hasil dari donasi judi online ? kan enggak, ada juga mungkin dari fans fans mereka",1
baik pak saya gak ber judi,1
sinyal lancarr,0
bandarnya yang dintangkap bukan judi yang di penjara,1
jogja rumah segala suku,0
happy birthday jogjakuu,0
sabego²na aing bisa ngbedakn mna judi online. sakels wuln guritno t apal. paingn dpr nybtna cuma game.🤣🤣🤣,1
DPR mending bubarin aja lah. gak guna. aturan yg dibikin udah Tapera. sekarang bansos untuk korban judi.,1
mungkin sebagian orang melakukan judi karena terpaksa kemungkinan damfak segala mahal di antaranya bahan fokok,1
aneh orang judi kok di kasik bansos,1
